sku,name,category,sourceUrl,oldCandidateAllergens,containsAllergens,mayContainAllergens,oldExtraVsContains,containsMissingFromOld,mayMissingFromOld,containsText,mayContainText
KIMCHI-4582,"Chipsy Nori Original z solą 60 szt x 2,5g - Sen Soy",słodycze-przekąski,https://kimchi.pl/product-pol-4582.html,sesame,sesame,,,,,Produkt zawiera sezam.,
KIMCHI-4580,"Chipsy Nori Teriyaki 18 szt x 4,5g - Sen Soy",słodycze-przekąski,https://kimchi.pl/product-pol-4580.html,cereals|soybeans|sesame,cereals|soybeans|sesame,,,,,"Produkt zawiera sezam, soję oraz pszenicę.",
KIMCHI-2587,"Chipsy Nori Teriyaki 4,5g - Sen Soy",słodycze-przekąski,https://kimchi.pl/product-pol-2587.html,cereals|soybeans|sesame,cereals|soybeans|sesame,,,,,"Produkt zawiera sezam, soję oraz pszenicę.",
KIMCHI-4578,"Chipsy Nori Wasabi 18 szt x 4,5g - Sen Soy",słodycze-przekąski,https://kimchi.pl/product-pol-4578.html,sesame,sesame,,,,,Produkt zawiera sezam.,
KIMCHI-2585,"Chipsy Nori Wasabi 4,5g - Sen Soy",słodycze-przekąski,https://kimchi.pl/product-pol-2585.html,sesame,sesame,,,,,Produkt zawiera sezam.,
KIMCHI-4828,Chipsy Numb & Spicy Hot Pot Flavor o smaku pikantnego hot pota 70g - Lay's,słodycze-przekąski,https://kimchi.pl/product-pol-4828.html,,,,,,,,
KIMCHI-5217,Chipsy Octopus and Wasabi o smaku ośmiornicy z wasabi 70g - Lay's,słodycze-przekąski,https://kimchi.pl/product-pol-5217.html,milk,,cereals|crustaceans|fish|milk,milk,,cereals|crustaceans|fish,,"Może zawierać śladowe ilości soi, glutenu, skorupiaki, ryby, mleka. Przechowywać w suchym miejscu i chłodnym miejscu."
KIMCHI-4523,"Chipsy, prażynki czosnkowe do smażenia Krupuk Bawang Fancy 250g - Finna",słodycze-przekąski,https://kimchi.pl/product-pol-4523.html,,,,,,,,
KIMCHI-4542,"Chipsy, prażynki krewetkowe do smażenia 3x2cm Krupuk Udang Sidoarjo 250g - Finna",słodycze-przekąski,https://kimchi.pl/product-pol-4542.html,eggs,crustaceans|eggs,,,crustaceans,,Produkt zawiera krewetki i jaja. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4543,"Chipsy, prażynki krewetkowe do smażenia 6x4cm Krupuk Udang Sidoarjo 250g - Finna",słodycze-przekąski,https://kimchi.pl/product-pol-4543.html,eggs,crustaceans|eggs,,,crustaceans,,Produkt zawiera krewetki i jaja. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5040,Chipsy Shiawase Honey & Butter smak miodowo-maślany 55g - Calbee,słodycze-przekąski,https://kimchi.pl/product-pol-5040.html,soybeans|milk,soybeans|milk,,,,,Produkt zawiera mleko i soję. Przechowywać w suchym miejscu i chłodnym miejscu.,
KIMCHI-4930,Chipsy Smokey BBQ Lovers Pizza 102g - Pringles,słodycze-przekąski,https://kimchi.pl/product-pol-4930.html,cereals|milk,cereals|milk,,,,,Produkt zawiera pszenicę i mleko. Przechowywać w suchym miejscu i chłodnym miejscu.,
KIMCHI-5525,Chipsy Spicy Rose Tteokbokki 100g - Pringles,słodycze-przekąski,https://kimchi.pl/product-pol-5525.html,cereals|soybeans|milk,cereals|milk|soybeans,,,,,Produkt zawiera pszenicę i mleko. Przechowywać w suchym miejscu i chłodnym miejscu.,
KIMCHI-5526,Chipsy Sweet N' Spicy Korean Fried Chicken 100g - Pringles,słodycze-przekąski,https://kimchi.pl/product-pol-5526.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera pszenicę i soję. Przechowywać w suchym miejscu i chłodnym miejscu.,
KIMCHI-5528,Chipsy Sweet Onion smak słodkiej cebulki 100g - Pringles,słodycze-przekąski,https://kimchi.pl/product-pol-5528.html,cereals|soybeans|milk,cereals|soybeans|milk,,,,,"Produkt zawiera pszenicę, soję i mleko. Przechowywać w suchym miejscu i chłodnym miejscu.",
KIMCHI-4830,Chipsy Texas Grilled BBQ Flavor o smaku teksańskiego barbecue 70g - Lay's,słodycze-przekąski,https://kimchi.pl/product-pol-4830.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę. Przechowywać w suchym miejscu i chłodnym miejscu.,
KIMCHI-4834,Chipsy Wave Grilled Squid Flavor o smaku grillowanej kałamarnicy 70g - Lay's,słodycze-przekąski,https://kimchi.pl/product-pol-4834.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę. Przechowywać w suchym miejscu i chłodnym miejscu.,
KIMCHI-4833,Chipsy Wave Roasted Chicken Wing Flavor o smaku pieczonego kurczaka 70g - Lay's,słodycze-przekąski,https://kimchi.pl/product-pol-4833.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję i pszenicę. Przechowywać w suchym miejscu i chłodnym miejscu.,
KIMCHI-4835,Chipsy Wave Roasted Meat Flavor o smaku pieczonego mięsa 70g - Lay's,słodycze-przekąski,https://kimchi.pl/product-pol-4835.html,,,,,,,,
KIMCHI-414,Chipsy z alg morskich o smaku chili 50g - SEMPIO,słodycze-przekąski,https://kimchi.pl/product-pol-414.html,soybeans|sesame,soybeans|sesame,,,,,"Produkt zawiera soję oraz sezam. Przechowywać w suchym miejscu, z dala od bezpośredniego działania promieni słonecznych.",
KIMCHI-415,Chipsy z alg morskich z sezamem 50g - SEMPIO,słodycze-przekąski,https://kimchi.pl/product-pol-415.html,sesame,sesame,,,,,"Produkt zawiera sezam. Przechowywać w suchym miejscu, z dala od bezpośredniego działania promieni słonecznych.",
KIMCHI-4531,Chipsy ziemniaczane Chili Spicy Crayfish o smaku raka 104g - Lay's,słodycze-przekąski,https://kimchi.pl/product-pol-4531.html,,,,,,,,
KIMCHI-4454,Chipsy ziemniaczane Hot And Sour Lemon Braised Chicken Feet 70g - Lays,słodycze-przekąski,https://kimchi.pl/product-pol-4454.html,,,,,,,,
KIMCHI-4452,Chipsy ziemniaczane Hot And Spicy Braised Duck Tongue Flavor 70g - Lays,słodycze-przekąski,https://kimchi.pl/product-pol-4452.html,,,,,,,,
KIMCHI-5732,Chipsy ziemniaczane karbowane o smaku kimchi 70g - Orion,słodycze-przekąski,https://kimchi.pl/product-pol-5732.html,cereals|soybeans|milk,cereals|soybeans|milk,,,,,"Produkt zawiera soją, pszenicę i mleko. Przechowywać w suchym miejscu i chłodnym miejscu.",
KIMCHI-5478,Chipsy ziemniaczane Korean Kimchi Flavor o smaku pikantego kimchi 70g - Lay's,słodycze-przekąski,https://kimchi.pl/product-pol-5478.html,,,,,,,,
KIMCHI-4831,Chipsy ziemniaczane Lime Flavor o smaku limonki 70g - Lay's,słodycze-przekąski,https://kimchi.pl/product-pol-4831.html,,,,,,,,
KIMCHI-2840,Chipsy ziemniaczane Potechi Teriyaki 100g - Koikeya,słodycze-przekąski,https://kimchi.pl/product-pol-2840.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję oraz pszenicę. Przechowywać w suchym miejscu i chłodnym miejscu. Spożyć wkrótce po otwarciu. Pakowane w atmosferze ochronnej. Wy,"produkowane przez KOIKE-YA Inc. Belgium Branch w Brukseli, Belgia Na zlecenie KOIKE-YA Inc. w Tokio, Japonia"
KIMCHI-2841,Chipsy ziemniaczane Potechi Umeboshi 100g - Koikeya,słodycze-przekąski,https://kimchi.pl/product-pol-2841.html,cereals|soybeans,cereals|soybeans,,,,,Produkt zawiera soję oraz pszenicę. Przechowywać w suchym miejscu i chłodnym miejscu. Spożyć wkrótce po otwarciu. Pakowane w atmosferze ochronnej. Wy,"produkowane przez KOIKE-YA Inc. Belgium Branch w Brukseli, Belgia Na zlecenie KOIKE-YA Inc. w Tokio, Japonia"
KIMCHI-2839,Chipsy ziemniaczane Potechi Wasabi Nori 100g - Koikeya,słodycze-przekąski,https://kimchi.pl/product-pol-2839.html,,,,,,,,
KIMCHI-4799,Chipsy ziemniaczane Sichuan Pepper Crispy Pork Flavour o smaku syczuańskiego pieprzu i wieprzowiny 70g - Lay's,słodycze-przekąski,https://kimchi.pl/product-pol-4799.html,,,,,,,,
KIMCHI-4453,Chipsy ziemniaczane Spiced Braised Beef Flavor Five Spice 70g - Lays,słodycze-przekąski,https://kimchi.pl/product-pol-4453.html,cereals|milk,cereals|milk,,,,,Produkt zawiera mleko oraz pszenicę. Przechowywać w suchym miejscu i chłodnym miejscu.,
KIMCHI-4776,Chipsy ziemniaczane Sweet Spicy Fried Chicken Flavour 70g - Lays,słodycze-przekąski,https://kimchi.pl/product-pol-4776.html,cereals|milk,cereals|milk,,,,,Produkt zawiera mleko oraz pszenicę. Przechowywać w suchym miejscu i chłodnym miejscu.,
KIMCHI-494,Chipsy z jackfruita (dżakfruta) 100g - Vinamit,słodycze-przekąski,https://kimchi.pl/product-pol-494.html,,,,,,,,
KIMCHI-2131,"Chipsy z wodorostów, chrupiące nori 32g - Tao Kae Noi",słodycze-przekąski,https://kimchi.pl/product-pol-2131.html,,,,,,,,
KIMCHI-5353,"Chipsy z wodorostów, chrupiące nori Jajangmyeon 32g - Tao Kae Noi",słodycze-przekąski,https://kimchi.pl/product-pol-5353.html,cereals|soybeans|sesame,cereals|soybeans|sesame|eggs,,,eggs,,"Produkt zawiera soję, pszenicę i sezam. Przechowywać w suchym i chłodnym miejscu, z dala od bezpośredniego działania promieni słonecznych.",
KIMCHI-2516,"Chipsy z wodorostów, chrupiące nori na ostro 32g - Tao Kae Noi",słodycze-przekąski,https://kimchi.pl/product-pol-2516.html,,,,,,,,
KIMCHI-3753,"Choco Pie Banana, całe pudełko (12 x 28g) - Lotte",słodycze-przekąski,https://kimchi.pl/product-pol-3753.html,cereals|peanuts|soybeans|milk|nuts,cereals|eggs|peanuts|soybeans|milk|nuts,,,eggs,,"Produkt zawiera soję, pszenicę, orzeszki ziemne, orzechy (migdały), mleko oraz jajka. Produkt zawiera śladowe ilości alkoholu. Przechowywać w suchym i chłodnym miejscu, najlepiej w temperaturze 18-22°C.",
KIMCHI-3941,"Choco Pie Black Sugar Milk Tea, całe pudełko (12 x 28g) - Lotte",słodycze-przekąski,https://kimchi.pl/product-pol-3941.html,cereals|eggs|peanuts|soybeans|milk|nuts,cereals|eggs|peanuts|soybeans|milk|nuts,,,,,"Produkt zawiera pszenicę, mleko, soję, orzeszki ziemne, orzechy (migdały), jajka, żelatynę oraz śladowe ilości alkoholu. Przechowywać w suchym i chłodnym miejscu, najlepiej w temperaturze 18~22°C.",
KIMCHI-3746,"Choco Pie Cacao, całe pudełko (12 x 28g) - Lotte",słodycze-przekąski,https://kimchi.pl/product-pol-3746.html,cereals|eggs|soybeans|milk,cereals|eggs|soybeans|milk,,,,,"Produkt zawiera pszenicę, soję, mleko, jaja, alkohol, żelatynę oraz tłuszcz wołowy. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-1439,"Choco Pie, ciastka biszkoptowe z pianką, pudełko (12 szt. x 28g) - Lotte",słodycze-przekąski,https://kimchi.pl/product-pol-1439.html,cereals|eggs|soybeans|milk,cereals|eggs|soybeans|milk,,,,,"Produkt zawiera pszenicę, soję, mleko oraz jaja.",
KIMCHI-3751,"Choco Pie Green Tea, całe pudełko (12 x 28g) - Lotte",słodycze-przekąski,https://kimchi.pl/product-pol-3751.html,cereals|peanuts|soybeans|milk|nuts,cereals|eggs|peanuts|soybeans|milk|nuts,,,eggs,,"Produkt zawiera pszenicę, mleko, soję, orzeszki ziemne, orzechy (migdały), jajka, żelatynę oraz śladowe ilości alkoholu. Przechowywać w suchym i chłodnym miejscu, najlepiej w temperaturze 18~22°C.",
KIMCHI-5716,Chrupiące chili w oleju sojowym 190g - Go-Tan,oleje,https://kimchi.pl/product-pol-5716.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-2614,Chrupiące chili w oleju sojowym 210g - Lao Gan Ma,sosy-marynaty,https://kimchi.pl/product-pol-2614.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-5115,Chrupiące chili w oleju sojowym 327g - Chuannan,sosy-marynaty,https://kimchi.pl/product-pol-5115.html,peanuts|soybeans|nuts,soybeans|nuts|peanuts,,,,,Produkt zawiera soję i orzechy. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-5122,Chrupiące chili w oleju sojowym 670g - Lao Gan Ma,sosy-marynaty,https://kimchi.pl/product-pol-5122.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-3860,Chrupiące chili z orzechami w oleju sojowym 275g - Lao Gan Ma,sosy-marynaty-oleje,https://kimchi.pl/product-pol-3860.html,peanuts|soybeans|nuts,peanuts|soybeans|nuts,,,,,Produkt zawiera soję i orzechy ziemne. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-4768,Chrupki Devil Jolokia Mega Hot bardzo pikantne 40g - Tohato,słodycze-przekąski,https://kimchi.pl/product-pol-4768.html,soybeans|milk,soybeans|milk,,,,,Produkt zawiera laktozę i soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4190,"Chrupki Karamucho Hot Chilli, pikantne 65g - Koikeya",słodycze-przekąski,https://kimchi.pl/product-pol-4190.html,cereals|soybeans|celery,cereals|soybeans|celery,,,,,"Produkt zawiera soję, pszenicę oraz selera. Przechowywać w suchym miejscu i chłodnym miejscu. Spożyć wkrótce po otwarciu. Pakowane w atmosferze ochronnej. Wy","produkowane przez KOIKE-YA Inc. Belgium Branch w Wietnamie Na zlecenie KOIKE-YA Inc. w Tokio, Japonia"
KIMCHI-3077,Chrupki pszenne z batatami 55g - Nongshim,słodycze-przekąski,https://kimchi.pl/product-pol-3077.html,cereals|sesame,cereals|sesame,,,,,"Produkt zawiera pszenicę oraz sezam. Chronić przed działaniem promieni słonecznych, wilgoci oraz wysokich temperatur.",
KIMCHI-5425,Chrupki ziemniaczane japońskie Ami-Jaga Nori-Shio smak nori 55g - Tohato,słodycze-przekąski,https://kimchi.pl/product-pol-5425.html,,,,,,,,
KIMCHI-4043,"Chrupki Zzaldduk o smaku ostrego kurczaka Buldak 2xSpicy, ostre 80g - Samyang",słodycze-przekąski,https://kimchi.pl/product-pol-4043.html,cereals|soybeans|milk,cereals|soybeans,eggs|milk,milk,,eggs,Produkt zawiera pszenicę i soję.,"Może zawierać śladowe ilości kurczaka. Wyprodukowano w zakładzie, w którym przetwarzane są również jajka, mleko oraz pomidory. Przechowywać w suchym i chłodnym miejscu."
KIMCHI-2692,"Chrupki Zzaldduk o smaku ostrego kurczaka Buldak, lekko ostre 120g - Samyang",słodycze-przekąski,https://kimchi.pl/product-pol-2692.html,cereals|soybeans|milk,cereals|soybeans,eggs|milk,milk,,eggs,Produkt zawiera pszenicę i soję. Wy,"produkowano w zakładzie, w którym przetwarzane są również jajka, mleko oraz pomidory. Przechowywać w suchym i chłodnym miejscu."
KIMCHI-5025,Chrzan wasabi w proszku 1kg - House Foods,wasabi,https://kimchi.pl/product-pol-5025.html,,mustard,,,mustard,,,
KIMCHI-796,Chrzan wasabi w proszku S&B puszka 30g,wasabi,https://kimchi.pl/product-pol-796.html,,mustard,,,mustard,,,
KIMCHI-4380,"Ciasteczka Blueberry Ice Cream 119,6g - Oreo",słodycze-przekąski,https://kimchi.pl/product-pol-4380.html,cereals|peanuts|soybeans|milk,cereals|soybeans,peanuts|milk,peanuts|milk,,,Produkt zawiera pszenicę i soję.,Może zawierać mleko i orzeszki ziemne. Przechowywać w suchym i chłodnym miejscu.
KIMCHI-3290,Ciasteczka Crown Sando z kremem truskawkowym 161g - Crown,słodycze-przekąski,https://kimchi.pl/product-pol-3290.html,cereals|soybeans|milk,cereals|soybeans|milk,,,,,"Produkt zawiera soję, pszenicę oraz mleko, w tym laktozę. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-4811,"Ciasteczka Kinoko No Yama, herbatnikowe grzybki z czekoladowymi kapeluszami 74g - Meiji",słodycze-przekąski,https://kimchi.pl/product-pol-4811.html,cereals|soybeans|milk,cereals|soybeans|milk,,,,,"Produkt zawiera pszenicę, mleko i soję. Przechowywać w suchym i chłodnym miejscu.",
KIMCHI-4383,Ciasteczka Matcha Ice Cream 97g - Oreo,słodycze-przekąski,https://kimchi.pl/product-pol-4383.html,cereals|soybeans|milk,cereals|soybeans|milk,cereals|eggs|milk|sesame,,,eggs|sesame,"Produkt zawiera pszenicę, soję i mleko. Wy","produkowano w którym przetwarzane są również nasiona sezamu, produkty jajeczne, produkty mleczne i inne produkty zbożowe zawierające gluten. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce."
KIMCHI-4384,"Ciasteczka Red Velvet 119,6g - Oreo",słodycze-przekąski,https://kimchi.pl/product-pol-4384.html,cereals|peanuts|soybeans|milk,cereals|soybeans|milk,peanuts,peanuts,,,"Produkt zawiera pszenicę, mleko, soję i jęczmień.",Może zawierać orzeszki ziemne. Przechowywać w suchym i chłodnym miejscu.
KIMCHI-5284,Ciasteczka Squid Game spicy potato biscuits Dalgona Challenge 80g Haitai - Netlfix,słodycze-przekąski,https://kimchi.pl/product-pol-5284.html,cereals,cereals|soybeans,,,soybeans,,Produkt zawiera pszenicę. Przechowywać w suchym i chłodnym miejscu. Po otwarciu przechowywać w lodówce.,
KIMCHI-4385,"Ciasteczka Strawberry Creme 119,6g - Oreo",słodycze-przekąski,https://kimchi.pl/product-pol-4385.html,cereals|peanuts|soybeans|milk,cereals|soybeans,peanuts|milk,peanuts|milk,,,Produkt zawiera soję i pszenicę.,Może zawierać mleko i orzeszki ziemne. Przechowywać w suchym i chłodnym miejscu.
KIMCHI-5600,Ciasto Kataifi Kadayif prażone do dubajskiej czekolady viral 1kg - Gazioglu,słodycze-przekąski,https://kimchi.pl/product-pol-5600.html,cereals,cereals,,,,,Produkt zawiera pszenicę Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5285,"Crispy Korean Fried Chicken Mix, panierka do koreańskiego kurczaka KFC z przyprawami 500g - Delief",mąki-panierki-tapioka,https://kimchi.pl/product-pol-5285.html,cereals,cereals,,,,,Produkt zawiera pszenicę. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-3057,"Cukier brązowy ciemny, nierafinowany 1kg - CJ Beksul",słodycze-przekąski,https://kimchi.pl/product-pol-3057.html,,,,,,,,
KIMCHI-5114,"Cukierki, draże Duo Melon Soda & Vanilla Ice Crem smak lodów i melona 45g - Mentos",słodycze-przekąski,https://kimchi.pl/product-pol-5114.html,soybeans,soybeans,,,,,Produkt zawiera soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4575,"Cukierki, draże Grape Soda 2in1 winogronowe 45g - Mentos",słodycze-przekąski,https://kimchi.pl/product-pol-4575.html,,,,,,,,
KIMCHI-4137,Cukierki imbirowe Ginger Honey Lemon z cytryną i miodem 125g - Gingerbon,słodycze-przekąski,https://kimchi.pl/product-pol-4137.html,nuts,,nuts,nuts,,,Produkt,może zawierać orzechy. Przechowywać w suchym i chłodnym miejscu.
KIMCHI-4672,Cukierki imbirowe Ginger Honey Lemon z cytryną i miodem 620g - Gingerbon,słodycze-przekąski,https://kimchi.pl/product-pol-4672.html,nuts,,nuts,nuts,,,Produkt,może zawierać orzechy. Przechowywać w suchym i chłodnym miejscu.
KIMCHI-4136,Cukierki imbirowe Original Ginger 125g - Gingerbon,słodycze-przekąski,https://kimchi.pl/product-pol-4136.html,nuts,,nuts,nuts,,,Produkt,może zawierać orzechy. Przechowywać w suchym i chłodnym miejscu.
KIMCHI-5081,Cukierki imbirowe Original Ginger 620g - Gingerbon,słodycze-przekąski,https://kimchi.pl/product-pol-5081.html,nuts,,nuts,nuts,,,Produkt,może zawierać orzechy. Przechowywać w suchym i chłodnym miejscu.
KIMCHI-5404,Cukierki japońskie gwiazdki Konpeito Sugar Drops 85g - Kasugai,słodycze-przekąski,https://kimchi.pl/product-pol-5404.html,,,,,,,,
KIMCHI-3864,Cukierki kawowe Cappuccino 120g - Kopiko,słodycze-przekąski,https://kimchi.pl/product-pol-3864.html,soybeans|milk,soybeans|milk|sulphites,,,sulphites,,Produkt zawiera mleko i soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-3785,Cukierki kawowe Original 120g - Kopiko,słodycze-przekąski,https://kimchi.pl/product-pol-3785.html,soybeans|milk,soybeans|milk|sulphites,,,sulphites,,Produkt zawiera mleko i soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-3710,Cukierki kawowe Original 175g - Kopiko,słodycze-przekąski,https://kimchi.pl/product-pol-3710.html,soybeans|milk,soybeans|milk|sulphites,,,sulphites,,Produkt zawiera mleko i soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5316,Cukierki matcha latte Milk Candy 58g - Sakuma,słodycze-przekąski,https://kimchi.pl/product-pol-5316.html,soybeans|milk,soybeans|milk,,,,,Produkt zawiera mleko i soję. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-4683,Cukierki mleczne 180g - White Rabbit,słodycze-przekąski,https://kimchi.pl/product-pol-4683.html,milk,milk,,,,,Produkt zawiera mleko oraz żelatynę. Przechowywać w suchym i chłodnym miejscu.,
KIMCHI-5368,Cukierki mleczne 200g - White Rabbit,słodycze-przekąski,https://kimchi.pl/product-pol-5368.html,milk,milk,,,,,Produkt zawiera mleko oraz żelatynę. Przechowywać w suchym i chłodnym miejscu.,
